title,slug,kind,canonical_id,reality_tier,literalness,provider_targets,priority,labels,description
Hold Person (spell),hold-person,spell,spell-hold-person,prototype,hybrid,openai|claude,4,ai|type:feature|architecture,"## Spellbook Entry

- Kind: spell
- Canonical source: Hold Person
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: hybrid
- Provider targets: openai, claude

## Tagline

Freeze a process, account, or workflow in place with administrative authority.

## Current Interpretation

Hold Person paralyzes a creature in place. The real-world version is administrative lockout: freezing an account, suspending a process, or putting a workflow on hold. Unlike Sleep (which is graceful suspension with state preservation), Hold Person is a hard freeze — nothing moves until explicitly released. This requires legitimate authority.

## Default Invocation

Use $hold-person to design an administrative hold for this [account/process/workflow] with proper authorization and release conditions.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Hypnotic Pattern (spell),hypnotic-pattern,spell,spell-hypnotic-pattern,shipping-now,metaphorical,openai|claude,3,ai|type:feature,"## Spellbook Entry

- Kind: spell
- Canonical source: Hypnotic Pattern
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude

## Tagline

Design attention-capture patterns that hold focus in a bounded context.

## Current Interpretation

Hypnotic Pattern mesmerizes everyone who looks at it. The real-world version is attention design: loading animations, progress indicators, onboarding flows, and visual patterns that keep users oriented and engaged during a bounded experience. The line between helpful focus and addictive capture is the central design tension.

## Default Invocation

Use $hypnotic-pattern to design attention-holding mechanics for this [flow/onboarding/presentation], with clear boundaries on when to let go.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Identify (spell),identify,spell,spell-identify,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Identify
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Explain what a mysterious file, service, workflow, or artifact actually does.

## Current Interpretation

Use this skill when the object is in front of you but its function, constraints, or provenance are unclear.

## Default Invocation

Use $identify on this file, tool, or service and tell me what it does, what it touches, and what we still do not know.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Illusory Script (spell),illusory-script,spell,spell-illusory-script,prototype,hybrid,openai|claude|openclaw,4,ai|type:feature|automation|architecture,"## Spellbook Entry

- Kind: spell
- Canonical source: Illusory Script
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: hybrid
- Provider targets: openai, claude, openclaw

## Tagline

Let the secret appear only to the intended eyes, then fade.

## Current Interpretation

Illusory Script is for audience-gated or self-expiring content: burn-after-reading notes, scoped links, ephemeral secrets, and documents that should only mean something to the right reader in the right window. The spell is partly social pattern and partly security mechanism. It is useful, but it is not a substitute for mature secrets management or compliance records.

## Default Invocation

Use $illusory-script to design a message or secret-sharing flow that only the right audience can read, for only as long as it should exist.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Invisibility (spell),invisibility,spell,spell-invisibility,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Invisibility
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Lower the noise floor of an operation without lowering accountability.

## Current Interpretation

Invisibility is operational quieting: trimming unnecessary logs, reducing exposed surface area, cleaning transient traces, and avoiding needless broadcast. It is not about doing forbidden things unseen. It is about keeping ordinary work from becoming gratuitously loud or overexposed.

## Default Invocation

Use $invisibility to reduce the unnecessary noise and exposure around this workflow while preserving the traces we are obliged to keep.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Knock (spell),knock,spell,spell-knock,prototype,literal,openai|claude,4,ai|type:feature|architecture|security,"## Spellbook Entry

- Kind: spell
- Canonical source: Knock
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: literal
- Provider targets: openai, claude

## Tagline

Bypass access friction through legitimate unlock paths: key rotation, permission requests, and recovery workflows.

## Current Interpretation

Use this spell when a locked door - a stuck process, an expired token, a permission gap, or a locked file - stands between you and progress, and you need the legitimate path through.

## Default Invocation

Use $knock to find the legitimate way through this access barrier and open it cleanly, with a full audit trail.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Legend Lore (spell),legend-lore,spell,spell-legend-lore,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Legend Lore
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Research any named entity exhaustively across all available sources.

## Current Interpretation

Use this spell when you need everything knowable about a person, company, library, framework, concept, or system — not a quick answer, but a deep dossier.

## Default Invocation

Use $legend-lore to build a comprehensive research dossier on this subject, with sourced claims and confidence levels.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Lesser Restoration (spell),lesser-restoration,spell,spell-lesser-restoration,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Lesser Restoration
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Clear a specific stuck state, flag, or condition that is blocking normal operation.

## Current Interpretation

In D&D, Lesser Restoration ends a specific condition: blinded, deafened, paralyzed, or poisoned. The real-world version is clearing a stuck state: a feature flag that should have been toggled, a queue that is stuck, a lock that was not released, a status field that is wrong, or a circuit breaker that is still tripped after the emergency passed. The system is not fundamentally broken — it has a specific condition that needs to be cleared.

## Default Invocation

Use $lesser-restoration to identify and clear the stuck state that is blocking this [system/process/workflow] from operating normally.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Light (spell),light,spell,spell-light,shipping-now,literal,openai|claude|openclaw,2,ai|type:feature|automation|security,"## Spellbook Entry

- Kind: spell
- Canonical source: Light
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: literal
- Provider targets: openai, claude, openclaw

## Tagline

Add observability, logging, documentation, or explanation to dark areas of a system.

## Current Interpretation

Use this cantrip when a system, process, or codebase has blind spots that need illumination - not detection of hidden things, but creation of visibility where none exists.

## Default Invocation

Use $light to illuminate this area with the minimum logging, docs, or observability it needs.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Locate Animals or Plants (spell),locate-animals-or-plants,spell,spell-locate-animals-or-plants,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Locate Animals or Plants
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Find what is alive, where it lives, and what it is feeding on.

## Current Interpretation

Locate Animals or Plants is service discovery with ecological instincts. It helps you find running services, background jobs, data stores, dependency roots, and other living things in an environment before you touch them. The point is not just location, but context: what is active, who depends on it, and what keeps it alive.

## Default Invocation

Use $locate-animals-or-plants to discover what services and dependencies are alive in this environment and how they connect.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Locate Creature (spell),locate-creature,spell,spell-locate-creature,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Locate Creature
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Find a specific person, service, or active process in a large system.

## Current Interpretation

In D&D, Locate Creature points you toward a specific creature within range. The real-world version is entity search: finding a specific person in an organization, locating a running service in a distributed system, tracking down who owns a particular piece of code, or identifying which team is responsible for a specific decision. The target is alive or active — for static artifacts, use Locate Object.

## Default Invocation

Use \$locate-creature to find this [person/service/process] in [the organization/system/environment]. Who owns it and where is it?

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Locate Object (spell),locate-object,spell,spell-locate-object,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Locate Object
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Find a specific file, artifact, or resource you know exists but cannot locate.

## Current Interpretation

In D&D, Locate Object senses the direction to a specific object within range. The real-world version is artifact search: finding that config file you know exists somewhere, locating a document someone mentioned but did not link, tracking down the source of a data value through a pipeline, or finding where a specific resource is defined in a sprawling repository.

## Default Invocation

Use \$locate-object to find this [file/document/config/resource]. I know it exists but cannot locate it.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Longstrider (spell),longstrider,spell,spell-longstrider,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Longstrider
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Make the path shorter without changing the destination.

## Current Interpretation

Longstrider is optimization for systems that already work. It focuses on build speed, cache design, parallelization, query tuning, shortcut discovery, and other ways to cover the same ground faster. The spell cares about sustained pace, not flashy one-off benchmarks.

## Default Invocation

Use $longstrider to show me how to make this workflow meaningfully faster without changing what it is supposed to accomplish.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Mage Hand (spell),mage-hand,spell,spell-mage-hand,shipping-now,hybrid,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Mage Hand
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: hybrid
- Provider targets: openai, claude, openclaw

## Tagline

Manipulate files, records, and lightweight system state with precision and minimal blast radius.

## Current Interpretation

Use this skill for small, careful remote manipulations where dexterity matters more than force.

## Default Invocation

Use $mage-hand to make the smallest safe change needed here and show exactly what you touched.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Magic Mouth (spell),magic-mouth,spell,spell-magic-mouth,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Magic Mouth
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Bind a message to a trigger so the system speaks exactly when it should.

## Current Interpretation

Use this spell for event-driven responses: autoresponders, webhook messages, alert text, or chatbot replies that fire when a known condition is met. The craft lies in defining the trigger boundary and the exact message that should emerge when it trips.

## Default Invocation

Use $magic-mouth to turn this trigger into a reliable automated response and show me the exact fire conditions.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Major Image (spell),major-image,spell,spell-major-image,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Major Image
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Build a full interactive simulation that looks and feels real — but is not.

## Current Interpretation

In D&D, Major Image creates a multi-sensory illusion — visual, auditory, thermal, even olfactory — that persists and can be animated. It is convincing enough that creatures must actively investigate to see through it. The real-world version is the interactive prototype: the demo that makes stakeholders ask 'wait, is this real?' The answer is no, but the conviction is the point. Clickable Figma prototypes, scenario simulations, pitch decks with working demos, preview environments with synthetic data. Major Image is the spell that sells a future state before it is built.

## Default Invocation

Use $major-image to build an interactive simulation, clickable prototype, or scenario preview that demonstrates a proposed experience convincingly enough to drive real decisions.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Mass Cure Wounds (spell),mass-cure-wounds,spell,spell-mass-cure-wounds,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Mass Cure Wounds
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Apply the same fix across many instances of the same problem at once.

## Current Interpretation

In D&D, Mass Cure Wounds heals multiple creatures simultaneously. The real-world version is batch triage: the same bug in 50 repos, the same misconfiguration across a fleet, the same broken migration in every tenant database. When the same problem appears everywhere, fixing them one at a time is Cure Wounds. Fixing them all at once is Mass Cure Wounds.

## Default Invocation

Use $mass-cure-wounds to apply this verified fix across all affected [instances/services/repos]. Design the rollout strategy and monitor for failures.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Mass Suggestion (spell),mass-suggestion,spell,spell-mass-suggestion,shipping-now,metaphorical,openai|claude,3,ai|type:feature,"## Spellbook Entry

- Kind: spell
- Canonical source: Mass Suggestion
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude

## Tagline

Craft a message that nudges an entire audience toward a single action.

## Current Interpretation

Mass Suggestion plants the same idea in many minds simultaneously. The real-world version is broadcast persuasion: campaign announcements, company-wide emails, product launch copy, or public statements designed to move a large group in a specific direction. The scale amplifies both impact and risk.

## Default Invocation

Use $mass-suggestion to draft a broadcast message that moves this audience toward this action, with extra scrutiny for scale-amplified manipulation.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Mending (spell),mending,spell,spell-mending,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Mending
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Repair a single broken artifact - a config, a file, a build, a migration - without redesigning it.

## Current Interpretation

Use this spell when something specific is broken and needs targeted repair, not a refactor or a rebuild.

## Default Invocation

Use $mending to fix this broken artifact with the smallest repair that restores it to working condition.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Message (spell),message,spell,spell-message,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Message
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Send one small signal to the right place right now.

## Current Interpretation

Message is the cantrip of communication: a Slack ping, webhook event, push notification, terse status note, or tiny machine-to-machine update. It is for fast, targeted transfer with almost no ceremony. The skill is less about eloquence than precision under tight payload and attention budgets.

## Default Invocation

Use $message to turn this into the smallest effective real-time update and choose the right channel for it.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Mind Blank (spell),mind-blank,spell,spell-mind-blank,prototype,literal,openai|claude,4,ai|type:feature|architecture|security,"## Spellbook Entry

- Kind: spell
- Canonical source: Mind Blank
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: literal
- Provider targets: openai, claude

## Tagline

Isolate context to prevent information leakage between sessions, tasks, or domains.

## Current Interpretation

Use this spell when sensitive information must not cross boundaries — between agent sessions, between tasks, between tenants, or between domains with different trust levels.

## Default Invocation

Use $mind-blank to isolate this context so nothing from it leaks into other sessions or tasks.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Minor Illusion (spell),minor-illusion,spell,spell-minor-illusion,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Minor Illusion
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Conjure a quick sketch of an idea — just real enough to communicate.

## Current Interpretation

In D&D, Minor Illusion is the cantrip every illusionist knows: a small sound or a simple image, lasting one minute, costing nothing. The real-world version is the quick mockup. A placeholder wireframe. A napkin sketch. Lorem ipsum in a layout. A throwaway code snippet that proves a concept. Minor Illusion is not about fidelity — it is about speed. The idea does not need to be good yet. It needs to exist so people can react to something concrete instead of arguing about abstractions.

## Default Invocation

Use $minor-illusion to quickly sketch an idea — a wireframe, placeholder, rough diagram, or throwaway prototype — just real enough to get a reaction.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Mirage Arcane (spell),mirage-arcane,spell,spell-mirage-arcane,prototype,hybrid,openai|claude|openclaw,4,ai|type:feature|automation|architecture,"## Spellbook Entry

- Kind: spell
- Canonical source: Mirage Arcane
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: hybrid
- Provider targets: openai, claude, openclaw

## Tagline

Build a simulation so convincing it is functionally indistinguishable from real.

## Current Interpretation

In D&D, Mirage Arcane goes beyond Hallucinatory Terrain — the illusory terrain actually has substance. You can walk on illusory bridges, feel illusory walls. The real-world version is the deep simulation: digital twins, high-fidelity synthetic environments, test harnesses so realistic that systems under test cannot distinguish them from production. Mirage Arcane is the most dangerous illusion because its power is in being indistinguishable from reality. That same power makes it the most useful for stress testing, training, and scenario planning — but it requires the strongest labeling discipline.

## Default Invocation

Use $mirage-arcane to build a deep simulation or digital twin so realistic that systems or participants treat it as real — with strong labeling and kill switches for operators.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Mislead (spell),mislead,spell,spell-mislead,prototype,hybrid,openai|claude,4,ai|type:feature|architecture,"## Spellbook Entry

- Kind: spell
- Canonical source: Mislead
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: hybrid
- Provider targets: openai, claude

## Tagline

Set a false campfire and watch who gathers around it.

## Current Interpretation

Mislead is defensive deception: honeypots, canary tokens, decoy endpoints, fake datasets, and other convincing false presences that reveal who is snooping. The goal is not to trick legitimate users for sport. The goal is to create an instrumented fake that attracts unauthorized curiosity while the real system remains elsewhere. This makes the spell powerful and ethically sharp-edged. It needs explicit boundaries, isolation, and a clear monitoring objective before it should be deployed.

## Default Invocation

Use $mislead to design a defensive decoy, honeypot, or canary setup that tells us who is snooping without creating collateral damage.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Modify Memory (spell),modify-memory,spell,spell-modify-memory,speculative,literal,openai|claude,4,ai|type:feature|architecture|security,"## Spellbook Entry

- Kind: spell
- Canonical source: Modify Memory
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: speculative
- Literalness: literal
- Provider targets: openai, claude

## Tagline

Alter records, logs, or history to change what is remembered. We do not cast this spell.

## Current Interpretation

Modify Memory rewrites what a creature remembers about an event. The real-world analog is record falsification: altering logs, rewriting history, tampering with audit trails, or editing records to change the official account of what happened. Like Dominate Person, this entry exists to name what we will not build. Legitimate data operations — migration, correction, redaction — have their own spells with proper audit trails. Modify Memory is specifically about changing the truth.

## Default Invocation

Use $modify-memory to evaluate whether this data operation is legitimate correction or record falsification.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Mordenkainen’s Sword (spell),mordenkainen-s-sword,spell,spell-mordenkainen-s-sword,prototype,metaphorical,openai|claude|openclaw,4,ai|type:feature|automation|architecture,"## Spellbook Entry

- Kind: spell
- Canonical source: Mordenkainen’s Sword
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Summon a standing process that keeps cutting through one job until dismissed.

## Current Interpretation

Use this spell when you need an autonomous tool with a narrow mandate: a daemon, scheduled worker, watcher, or persistent background agent that repeatedly executes one precise task. It is prototype territory because the hard part is lifecycle control, observability, and safe cancellation, not the single action itself.

## Default Invocation

Use $mordenkainen-s-sword to design a persistent worker for this single job, including how it starts, reports, and stops.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Nondetection (spell),nondetection,spell,spell-nondetection,prototype,literal,openai|claude,4,ai|type:feature|architecture|security,"## Spellbook Entry

- Kind: spell
- Canonical source: Nondetection
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: literal
- Provider targets: openai, claude

## Tagline

Harden privacy by stripping metadata, minimizing data exposure, and removing tracking.

## Current Interpretation

Use this spell when a system, file, or workflow is leaking more information than it should — metadata, tracking parameters, unnecessary data collection, or identifiable fingerprints.

## Default Invocation

Use $nondetection to strip unnecessary metadata and tracking from this and tell me what exposure remains.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Otto’s Irresistible Dance (spell),otto-s-irresistible-dance,spell,spell-otto-s-irresistible-dance,prototype,metaphorical,openai|claude,4,ai|type:feature|architecture,"## Spellbook Entry

- Kind: spell
- Canonical source: Otto’s Irresistible Dance
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: metaphorical
- Provider targets: openai, claude

## Tagline

Make something so engaging it becomes impossible to ignore or put down.

## Current Interpretation

Otto's Irresistible Dance forces a creature to dance uncontrollably. The real-world version is compulsive engagement: designing something so compelling that people cannot stop interacting with it. This is virality mechanics, ""just one more"" loops, and the craft of making content or products that command attention beyond what the user intended to give. The ethical tension is inherent — irresistible engagement is a feature when bounded and a dark pattern when not.

## Default Invocation

Use $otto-s-irresistible-dance to analyze what would make this [product/content/experience] irresistibly engaging, and draw the line where engagement becomes addiction.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Planar Binding (spell),planar-binding,spell,spell-planar-binding,prototype,hybrid,openai|claude,4,ai|type:feature|architecture,"## Spellbook Entry

- Kind: spell
- Canonical source: Planar Binding
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: prototype
- Literalness: hybrid
- Provider targets: openai, claude

## Tagline

Bind an external service, API, or agent to a contract with defined scope, duration, and failure modes.

## Current Interpretation

Use this spell when you need to summon a powerful external entity - a third-party API, a cloud service, another agent - and lock it into serving your workflow under explicit terms.

## Default Invocation

Use $planar-binding to integrate this external service with an explicit contract covering scope, cost, duration, and termination.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Plant Growth (spell),plant-growth,spell,spell-plant-growth,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Plant Growth
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Help a promising system thicken gradually instead of stretching thin.

## Current Interpretation

Plant Growth is for projects that need cultivation more than force: SEO programs, communities, product adoption, content ecosystems, or early-stage platforms. It assumes the system can grow, but only if fed in the right places and at the right pace. The spell favors compounding loops over campaign spikes.

## Default Invocation

Use $plant-growth to design a patient, compounding growth plan for this project instead of a brute-force launch tactic.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Polymorph (spell),polymorph,spell,spell-polymorph,shipping-now,metaphorical,openai|claude|openclaw,2,ai|type:feature|automation,"## Spellbook Entry

- Kind: spell
- Canonical source: Polymorph
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: metaphorical
- Provider targets: openai, claude, openclaw

## Tagline

Transform one representation into another entirely — formats, schemas, protocols, or interfaces.

## Current Interpretation

Use this spell when you need a full transformation: CSV to JSON, Python to JavaScript, REST to GraphQL, monolith spec to microservices spec, or any structural conversion between representations.

## Default Invocation

Use $polymorph to transform this from its current form into the target format, and tell me what survived the conversion and what did not.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
Power Word Kill (spell),power-word-kill,spell,spell-power-word-kill,shipping-now,hybrid,openai|claude,3,ai|type:feature,"## Spellbook Entry

- Kind: spell
- Canonical source: Power Word Kill
- Canonical source URL: https://www.dndbeyond.com/sources/basic-rules/spells
- Reality tier: shipping-now
- Literalness: hybrid
- Provider targets: openai, claude

## Tagline

End a process instantly. No negotiation, no cleanup, no save state.

## Current Interpretation

In D&D, Power Word Kill instantly destroys any creature below a hit-point threshold — no saving throw, no resistance, just death. The real-world version is kill -9: the unconditional termination signal. Emergency circuit breakers. Hard account terminations. The nuclear option that exists because sometimes graceful shutdown is not available and the cost of continuing is worse than the cost of data loss. Power Word Kill is not elegant. It is not kind. It is the thing you reach for when everything else has already failed.

## Default Invocation

Use $power-word-kill to immediately terminate a process or system that cannot be shut down gracefully. Confirm the target, verify alternatives are exhausted, execute, and assess blast radius.

## Initial Done When

- The blueprint is reviewed for naming, tier, and provider targets
- The provider-specific skill output renders cleanly
- Any safety concerns are called out explicitly"
